,id,category
2028,4b5f5c3ef964a52005b629e3,Hobby Shop
2029,4b86f294f964a52082a731e3,Burger Joint
2030,4b64a1dcf964a520efc32ae3,Middle Eastern Restaurant
2031,4a3454aef964a520159c1fe3,Thai Restaurant
2032,4b5e2c67f964a520948129e3,Gym / Fitness Center
2033,50db1f6ae4b02e4098140314,Department Store
2034,4ac5aa87f964a52064b220e3,Sports Bar
2035,4baff204f964a520732d3ce3,Café
2036,4b089006f964a5207e0e23e3,Juice Bar
2037,4ae9c127f964a5201bb621e3,Coffee Shop
2038,5c7cf23e2db4a9002cceb3e8,Restaurant
2039,5aa9501b0313205bc385e1cd,Gym / Fitness Center
2040,51df0c2c498e958e31ef5045,Chinese Restaurant
2041,4ec56a616da117f8e6217f92,Candy Store
2042,5288153b498ea6c4820c774e,Electronics Store
2043,4ab2b93df964a520026c20e3,Peruvian Restaurant
2044,4ac3c207f964a520b29c20e3,Bank
2045,4a721084f964a52043da1fe3,Bakery
2046,4b7c8342f964a520fb972fe3,Mobile Phone Shop
2047,4ad77532f964a520ca0a21e3,Gym
2048,4c0bee9cbbc676b08e474cd5,Toy / Game Store
2049,4a550f3ff964a520a1b31fe3,Gym / Fitness Center
2050,586f1b2a52a051541b207e30,Restaurant
2051,4c82eb11e602b1f77395a17a,Accessories Store
2052,56ca50c6498e9ce2cb313b78,Poke Place
2053,4a89afb3f964a520b10820e3,Sushi Restaurant
2054,4f5fea61e4b0ae63707102b1,Weight Loss Center
2055,4d925575b053b60c4aff77cb,Café
2056,5a77d0048c35dc32a2cd6867,Pharmacy
2057,4b5b44a5f964a520f0ef28e3,Optical Shop
2058,4c4b1acdc668e21ebaa19bf9,Business Service
2059,52bcfc51498e73472961fefc,Spa
2060,4bf1e4cf99d02d7f59b5c948,Bakery
2061,52a74097498edc9c0fe72a04,Ramen Restaurant
2062,4bbe487ba55c76b071c06ee0,Park
2063,4bc3d0a1dce4eee18dc3719d,Motel
2064,4b11fefff964a520ff8723e3,Hookah Bar
2065,4b6ca634f964a5205a492ce3,Fast Food Restaurant
2066,4b888591f964a52003fe31e3,Pizza Place
2067,4b67df7ff964a520e05f2be3,Fast Food Restaurant
2068,4bfdec5c8992a59381eaacb0,Chinese Restaurant
2069,55fd5751498e273b15a64668,Health & Beauty Service
2070,4c7318077121a1cd427064d1,Liquor Store
2071,4b79f083f964a520881b2fe3,Donut Shop
2072,4a6a3e68f964a520eecc1fe3,Grocery Store
2073,4a91ad29f964a5204b1b20e3,Burger Joint
2074,4ae61c87f964a520c7a421e3,Supplement Shop
2075,4a710288f964a520f6d81fe3,Furniture / Home Store
2076,4a7b47daf964a5208eea1fe3,Seafood Restaurant
2077,4b003eddf964a520e93b22e3,Coffee Shop
2078,4b525eabf964a520d07927e3,Department Store
2079,4ab52e85f964a5200d7320e3,Discount Store
2080,4ad8cf8ff964a520e01421e3,Italian Restaurant
2081,4ab41217f964a520b86f20e3,Mexican Restaurant
2082,586ab22a9b7eac1aa2eaf411,Supermarket
2083,4b5b64d5f964a5207bfa28e3,Pet Store
2084,564b94f4498e443baf0896ea,Discount Store
2085,4b900e49f964a520dd7233e3,Music Store
2086,4b5254f3f964a520b07727e3,Chinese Restaurant
2087,4b26b3b4f964a520c07f24e3,Sandwich Place
2088,4b526020f964a520297a27e3,Paper / Office Supplies Store
2089,4a7db80df964a52055ef1fe3,Pharmacy
2090,517ec71be4b0a6c19aa8617a,Shipping Store
2091,4c6ebc9a4d24b60c7490d9d8,Shopping Plaza
2092,4b9e8d9ef964a52079ee36e3,Coffee Shop
2093,4af9f211f964a5207a1522e3,Arts & Crafts Store
2094,4b52576df964a520357827e3,Clothing Store
2095,4b8b0d63f964a520639032e3,Shoe Store
2096,4b3fdc88f964a520bbb025e3,Bank
2097,4b703f75f964a520e30d2de3,Automotive Shop
2098,520e9c76498ed040600b8073,Shopping Mall
2099,4b8856f0f964a5206ff031e3,Laundry Service
2100,4bb7b9d8cf2fc9b69fb29e02,Convenience Store
2101,4dc88cd0b0fbf26798b81647,Food
2102,4e8e11b9b63430010bd1347b,Automotive Shop
2103,59916ee89de23b5c0f1d3b30,French Restaurant
2104,4c38d40818e72d7f401c19f5,Café
2105,531c1126498e3df36097859c,Pizza Place
2106,4c805fc9d34ca1432a1a1980,Taco Place
2107,5a8f3190e1f2287613223b2d,Pizza Place
2108,4c3cce2d933b0f477993e421,Liquor Store
2109,5aa457fc8c812a40bbda51f7,Convenience Store
2110,504afc83e4b0838e301e69ef,Motel
2111,570ac39a498e5431193d4d17,Brewery
2112,547a63fa498ef97a1092b01d,Café
2113,4ab67ecef964a5206a7720e3,Park
2114,55e492b0498ed112bead0545,Sandwich Place
2115,56fd5783498e7b83e2bfb197,Mexican Restaurant
2116,59001a109cadd96e69a9e37a,Music Venue
2117,5a748d75f4b5252a1e64447e,Coffee Shop
2118,4eead3728b81bff6aa8a4c9f,Restaurant
2119,4b708a12f964a520a7202de3,Fast Food Restaurant
2120,4b510773f964a5207e3e27e3,Thrift / Vintage Store
2121,4afa3fb9f964a5208b1722e3,South American Restaurant
2122,574dd15a498e5d4280aa4b97,Vegetarian / Vegan Restaurant
2123,4b6483d9f964a520e4b92ae3,Burger Joint
2124,4a05758cf964a52060721fe3,Grocery Store
2125,53c2ff24498e1bf354043dfc,Café
2126,4f515773e4b0ee60b7cc9c85,American Restaurant
2127,3fd66200f964a520bcee1ee3,Thai Restaurant
2128,5862edd90319b827e650eec6,Grocery Store
2129,43ee0ffef964a5205e2f1fe3,Diner
2130,4c34fde866e40f479e7eca8b,ATM
2131,4c9e74c1542b224b4b64f49f,Grocery Store
2132,4b038faef964a520c84f22e3,Park
2133,4a6aa57df964a520d2cd1fe3,Art Gallery
2134,4c94fe5094a0236a38d89112,Music Venue
2135,4abfe935f964a520ef9220e3,Pharmacy
2136,4ae20473f964a520d58921e3,Burger Joint
2137,4eb171bf4fc6015c82fd2bf9,Storage Facility
2138,4a6f2342f964a52064d51fe3,Coffee Shop
2139,4b2ffa45f964a520bcf324e3,Sandwich Place
2140,516e3844e4b08ec972a8cccd,Mexican Restaurant
2141,4b79fd40f964a520f71d2fe3,Dance Studio
2142,4b6f313bf964a5204ee32ce3,Convenience Store
2143,5ba7c4a31c0b34002c27943b,Park
2144,51e1fd58498eaecbd30d895a,Trail
2145,53e0f7ad498e3f39324f50e1,Furniture / Home Store
2146,55e63a5e498e2a16f45e3867,Indian Restaurant
2147,4f15b5cfe4b0958ec57a1e2f,Trail
2148,56a1484c38fa1bcff54ea354,Pharmacy
2149,513ba0d2e0e230060cc1b1dd,Thrift / Vintage Store
2150,4f072ddee4b05f830c27b877,Park
2151,5079f6c4e4b069ffd7e77e9d,Music Venue
2152,4d5dc15b338bb60cc59c07bd,Playground
2153,4c22c58834faef3bfab6586d,Liquor Store
2154,5c198dad149946002d66b106,Restaurant
2155,4f15b99fe4b0d3f8a9b3aed7,Trail
2156,50c778dbe4b01eedbcc89e6e,Trail
2157,5c98fd12123a19002ca55afe,Lawyer
2158,4f15ba5ce4b0958ec57f00e1,Trail
2159,51902968498e40cf2c1947ac,Spa
2160,59ea23c316fa042fe750cfe5,Mexican Restaurant
2161,4c8d6425c37a6dcb6acaff7a,Spa
2162,55a799dc498e3ba7b2d83cd2,Lawyer
2163,4d6aa982c147721e349f38f5,Food Truck
2164,59050a5c5f68b9462002c733,Pet Store
2165,4be479e4bcef2d7f119c02e5,Chinese Restaurant
2166,4defdff3ae6066d602d346d2,Cosmetics Shop
2167,4ae5364ff964a52086a021e3,Donut Shop
2168,4e187d8bb0fb8567c66ce9af,Basketball Court
2169,575d844e498eba31b97d77cb,Coffee Shop
2170,4d859ca140a7a35d383f25be,Video Store
2171,49dceedcf964a520bf5f1fe3,Ice Cream Shop
2172,4ae4f8a3f964a520d09f21e3,Pet Store
2173,5b453b1fb8fd9d002cb0acfd,Sandwich Place
2174,4ab67b5bf964a520567720e3,Chinese Restaurant
2175,4a75e30cf964a52084e11fe3,Salad Place
2176,4b8591ebf964a5200e6631e3,Burger Joint
2177,58df21f8ca10703b6216e259,Cajun / Creole Restaurant
2178,58dddb0d0802cb6360e837cf,Taco Place
2179,585c373713af1c32d03055f1,Coffee Shop
2180,4abd40def964a5203f8920e3,Grocery Store
2181,4c636fc1de1b2d7fadf9e470,Mexican Restaurant
2182,58cc2888f840852ab462d29e,Salon / Barbershop
2183,4b63db52f964a5208f942ae3,Convenience Store
2184,53095b01498edd00b301b089,Korean Restaurant
2185,53dd3c17498e6888292cdc73,Szechuan Restaurant
2186,4dd977b8d1647fcf3e7c6ce2,Mexican Restaurant
2187,4c69ee2fc946e21e339ceb8e,Indonesian Restaurant
2188,4b109616f964a520527323e3,Italian Restaurant
2189,4b4a7238f964a520e68726e3,Juice Bar
2190,4fb5337c7beb65c72e11d6b9,Bank
2191,4ab02832f964a520416620e3,Big Box Store
2192,4aed0448f964a520bfcc21e3,Gym / Fitness Center
2193,4a884e7ef964a520d30520e3,Hardware Store
2194,4ea608da8b814c68acbfb561,Food Court
2195,4ade8479f964a5203e7621e3,Pizza Place
2196,5a1eff6b75eee42e117e1818,Grocery Store
2197,4c16902c96040f472f0a73a5,Mexican Restaurant
2198,4abbb59bf964a520898420e3,Fast Food Restaurant
2199,4abae3baf964a5204b8320e3,Hot Dog Joint
2200,4b894ac2f964a520122932e3,Sandwich Place
2201,4a7710c3f964a5207ae31fe3,Warehouse Store
2202,547bdff7498ef97a10aca0c5,Asian Restaurant
2203,4bd5c2e0637ba5937cf1f670,Department Store
2204,58ecda1704ab1a4fc98a2f4e,Mobile Phone Shop
2205,4e31c4302fb6ede816e37308,Video Store
2206,4ea848f26da12824bd96b894,Coffee Shop
2207,4ab84250f964a520c17c20e3,Fast Food Restaurant
2208,4e9b9af8d3e3697fc04c6807,Coffee Shop
2209,49d1120cf964a520585b1fe3,Mexican Restaurant
2210,4ba684c2f964a520535a39e3,Vietnamese Restaurant
2211,4c86c7319c808cfac9280f1e,Pizza Place
2212,3fd66200f964a52017ef1ee3,Dive Bar
2213,4f32e8c2e4b0662776baced0,Hardware Store
2214,4c057a64d3842d7f383dbe41,Mexican Restaurant
2215,4ac3a462f964a5202a9c20e3,Fast Food Restaurant
2216,4c09aa646071a593fb65de32,Bank
2217,4f67d803e4b0bb1b17e4ea7c,Pizza Place
2218,4ab916ccf964a520f67d20e3,Fast Food Restaurant
2219,4b3feffcf964a52083b225e3,Video Store
2220,4b9f18d6f964a520871337e3,Asian Restaurant
2221,4c06ac8a0e0a2d7fca35ec0c,Chinese Restaurant
2222,4aea7234f964a520a0bb21e3,Convenience Store
2223,47f8e040f964a520c94e1fe3,Chinese Restaurant
2224,4b5becc4f964a520891d29e3,Fast Food Restaurant
2225,4a901b40f964a520071620e3,Breakfast Spot
2226,4c8bc54fed3ab60c4d426121,Burger Joint
2227,4ab91cdef964a5200f7e20e3,Convenience Store
2228,4a89e892f964a520500920e3,Coffee Shop
2229,5b38094a029a55002ce521c0,Fast Food Restaurant
2230,4b57c85cf964a520dc4028e3,Fabric Shop
2231,528f817b11d2da6dd83ef8e3,Convenience Store
2232,4b882c7ff964a52001e531e3,Liquor Store
2233,4b343c2bf964a520602625e3,Noodle House
2234,5c047b843ba767003959bcb8,Vietnamese Restaurant
2235,4b2d4828f964a5200cd324e3,ATM
2236,4abd40e0f964a520408920e3,Miscellaneous Shop
2237,4c6838f3607ad13af5faa72b,Optical Shop
2238,4acce321f964a520e3c920e3,Fast Food Restaurant
2239,51ba6e91498e0a6cd096d899,Gym
2240,4c5323351b46c9b636ee79cc,Burger Joint
2241,4f56c681e4b0ae4d11213c26,Convenience Store
2242,5896c6544f218a63bfaa6ad6,Ice Cream Shop
2243,4d60406b196ba09393d61756,Breakfast Spot
2244,4ed290ee8231b9ef8b2b2326,Convenience Store
2245,4d320bba6c7c721e6231ac56,Sporting Goods Shop
2246,4c66d04ce75ac9286c90f8da,Pet Store
2247,4cd5fa1c7da9a35d0718edb9,Liquor Store
2248,4dda88fa45ddced820d02a50,Veterinarian
2249,5b186c512619ee002c5b9d21,Shipping Store
2250,52a8aff511d2fc8e4ce1c8b0,Spa
2251,4f3c649fe4b0c30dfe8ec19a,Convenience Store
2252,586e9df00b7e931c3b8e1812,Health & Beauty Service
2253,56b665aa498eab3cc0832ac0,Auto Garage
2254,4c1fd7d063750f47b7bfbb67,Bakery
2255,4db9c78a93a0805548272fc3,BBQ Joint
2256,4bd36912a8b3a5937ef0695f,Bakery
2257,4c9bd1b322c1236acc9e7ff3,Burger Joint
2258,4cf05faf88de370412596b2b,Fast Food Restaurant
2259,4bdcbb16c79cc928fadf87e9,BBQ Joint
2260,513fed09e4b0628155d13295,Yoga Studio
2261,40a40c00f964a5201ef31ee3,Park
2262,4e77d43652b19ee4c7d304d8,Scenic Lookout
2263,4e1291cdd1647a0fff8b33bd,Trail
2264,4baeb900f964a52049d23be3,Reservoir
2265,540bc9be498ee75cf332b0b1,Trail
2266,4afb2d3cf964a520cc1b22e3,Grocery Store
2267,53a5e3b3498ecd1a94792dfe,Mountain
2268,4ef4dbe261af302a98278ad8,Mountain
2269,4fb0617ae4b084c299ed3701,Trail
2270,5172b894e4b01640fd7e8034,Mountain
2271,56fb0129498e527350c881ff,Trail
2272,4d8e2c54c479a35df9973f97,Trail
2273,4fbd759ae4b057d1bd753f3e,Scenic Lookout
2274,5868203a8f0be4617e3c9aba,Trail
2275,543c3104498e48b8d4568fc1,Taco Place
2276,54f202c1498e3a13f300a366,Trail
2277,58685d8192ca4c7f6fdb12e1,Bakery
2278,50611458e4b06bd054509217,Noodle House
2279,5330e60d498ed6ce5e0474c9,Thai Restaurant
2280,4bc6cff7bf29c9b68d58fa2a,Bar
2281,59797d518fb09e4a50aeda4c,Japanese Restaurant
2282,5ba5bf6e112c6c002cd85a0b,Ice Cream Shop
2283,5259b09a498e332351c44572,Coffee Shop
2284,5023223fe4b0e522d47bd55e,Taco Place
2285,5a45620428122f204838c86c,Coffee Shop
2286,4e503fb6a80997aa8a45a2b5,Gift Shop
2287,5984d8d47269fe477a2e71b2,Poke Place
2288,55d39d58498edc98af307334,Poke Place
2289,4a05f809f964a520a5721fe3,Café
2290,5390dde6498ea9286681f820,Burger Joint
2291,4b4cb944f964a520e5bb26e3,Salon / Barbershop
2292,523385b511d25de7bb8a093b,Sandwich Place
2293,4b285787f964a520a89224e3,Bakery
2294,55c13f72498e710ef531eef0,Coffee Shop
2295,4a739f5ff964a520f8dc1fe3,Accessories Store
2296,4c28ec96e19720a182b2f858,Salon / Barbershop
2297,57280874cd10d1d2d1ea198b,Burmese Restaurant
2298,4f403e72e4b0f96035b18e93,Mexican Restaurant
2299,588ebfbe5289302f30003eb1,Massage Studio
2300,4b2d2664f964a52087cf24e3,Breakfast Spot
2301,4b48e661f964a520715c26e3,Cosmetics Shop
2302,4e35a4047d8b0c62b2d6b8a5,Outdoors & Recreation
2303,49e285f9f964a52031621fe3,Vietnamese Restaurant
2304,4b0c2640f964a520df3723e3,Trail
2305,4b4a6258f964a520078626e3,Record Shop
2306,50007c85e4b05e79b0276d5a,Gym / Fitness Center
2307,5340c2b3498ec1404d665a4c,Pizza Place
2308,4f283ef2e4b0a242d2e8e10f,Marijuana Dispensary
2309,4a217eb6f964a520027d1fe3,Nail Salon
2310,4b6bd772f964a5202e1a2ce3,Hookah Bar
2311,4a93433ff964a5205e1f20e3,Cuban Restaurant
2312,4c2a4d16197e9521246c628d,Gym / Fitness Center
2313,5223a7ab11d2218addbfcd5d,Juice Bar
2314,4f0f0fffe4b0575169d0234b,Trail
2315,54ca81d5498e4505abb20b0b,Pizza Place
2316,4d3ff383cb84b60c1e8a81ab,Mexican Restaurant
2317,597fb7279be522267d016a6f,Seafood Restaurant
2318,4f8c6f01e4b0af4d50b79cd5,Accessories Store
2319,4ba2cf51f964a520fc1a38e3,Italian Restaurant
2320,4d3b940084d46ea8cf4ef65c,Nightclub
2321,4b7775f5f964a520da9b2ee3,Pizza Place
2322,5851a1326ad73d01726c8570,Chinese Restaurant
2323,4ac92ceef964a52002bf20e3,Liquor Store
2324,56fd556b498e82b628429042,Thai Restaurant
2325,4a4cc86df964a52043ad1fe3,Rock Club
2326,4f131c65e4b0044a24ed23bc,Trail
2327,53bee4d3498e37b651b34985,Shoe Store
2328,4f44f96d19836ed00197da01,Food
2329,5c844cadb3d8e2002b345db5,Furniture / Home Store
2330,4c509ee4d2a7c9b694b7d70f,Tailor Shop
2331,593c0dd8588e362dae9a3ffb,Gym / Fitness Center
2332,59a33e9175eee41c2cb91a4a,Accessories Store
2333,51252078b0edb2874b983de9,Clothing Store
2334,4b7899b4f964a52080d92ee3,Lingerie Store
2335,4f5b92bce4b06784f7b2f284,Flea Market
2336,532e2461498e6e1fdeba6339,Taiwanese Restaurant
2337,57471ee5498e6e67d9edd3a3,Restaurant
2338,4b10d056f964a520f47523e3,Adult Boutique
2339,4b63a928f964a520718a2ae3,New American Restaurant
2340,49d98e26f964a520465e1fe3,Ice Cream Shop
2341,4a0a51d3f964a52099741fe3,Vegetarian / Vegan Restaurant
2342,49d7d4b2f964a5206a5d1fe3,Farmers Market
2343,5028193be4b0c8045373f1b7,Cocktail Bar
2344,49bad052f964a520b3531fe3,Coffee Shop
2345,4a90b6d8f964a5203a1920e3,Shoe Store
2346,49e90dfff964a520bd651fe3,Comic Shop
2347,50e4cc72e4b0868c9edf298e,Design Studio
2348,4b8f6772f964a520955333e3,Neighborhood
2349,50857947e4b013424ae92311,American Restaurant
2350,49bfd795f964a5202b551fe3,American Restaurant
2351,3fd66200f964a520a6ee1ee3,French Restaurant
2352,58d53ac1b38b326aadf27157,Restaurant
2353,4a91f39df964a520671c20e3,Juice Bar
2354,4a637158f964a52007c51fe3,Taco Place
2355,57bb957c498e4e5b1854f98f,Sushi Restaurant
2356,42a39200f964a520f2241fe3,Breakfast Spot
2357,5a208e88fc9e945859a1969e,Coffee Shop
2358,5223a4a411d2b31ed862f004,Men's Store
2359,4b1b1701f964a520e9f723e3,Boutique
2360,59a334fe4c954c5afead7ab5,Noodle House
2361,557b1507498ec492c2e8599a,Juice Bar
2362,43dff000f964a520c12e1fe3,Flower Shop
2363,54fc9ea2498e665a501cd150,Health & Beauty Service
2364,3fd66200f964a52001ef1ee3,Bar
2365,562fbfc2498ea21396a60c46,Breakfast Spot
2366,4a616407f964a52066c21fe3,Mexican Restaurant
2367,55b049f0498e97dbaf713bce,Optical Shop
2368,54037289498ebbc7330ea932,Board Shop
2369,4bec35556295c9b6c5a08808,Sandwich Place
2370,5896592a0b565650436c6c0c,Café
2371,4c9bf8c09c48236adc1a4aee,Historic Site
2372,4a1c2f3cf964a5201c7b1fe3,Discount Store
2373,4ab820d4f964a5204b7c20e3,Ice Cream Shop
2374,4dbb30666e815ab0de652672,Pizza Place
2375,4f0f1b19e4b01ae240b1ff7a,Trail
2376,4f6aa9ac6b74ab8c3fe1797d,Bike Rental / Bike Share
2377,4d2e1e444377224bcbc20b38,Trail
2378,53eebba4498e8443c75e8da6,Clothing Store
2379,5859961e03e29a6ef7f4ad25,Perfume Shop
2380,552036bd498e71559fa6e549,Italian Restaurant
2381,564a7432498efe73984ab6fa,Coffee Shop
2382,58a4cf330393cc24afbcaa24,Poke Place
2383,57112ee8498e562e9eb26212,Clothing Store
2384,55e63758498ee49bac6a82a8,Clothing Store
2385,4a9740c8f964a5201a2920e3,Music Venue
2386,51fa87c1498e158c89e34949,Trail
2387,4f134ac0e4b072565e951434,Trail
2388,4a1c2fe3f964a5201e7b1fe3,Reservoir
2389,4b00c703f964a520114122e3,Park
2390,4a185090f964a5209a791fe3,Dog Run
2391,53a09dcd498e718f8a3e08bb,Italian Restaurant
2392,3fd66200f964a52096ee1ee3,Rock Club
2393,4a234d0df964a520cd7d1fe3,Thai Restaurant
2394,4fe4763be4b08c67a3ad983e,Basketball Court
2395,4f0f03a6e4b03684a5ec2b54,Trail
2396,4c0ab380ffb8c9b6540f6c61,Furniture / Home Store
2397,4d7669ec7dee2c0fe39301f4,Trail
2398,4b7b16bdf964a520d6502fe3,Bakery
2399,4b5cee9cf964a5205a4b29e3,Italian Restaurant
2400,4b80817ef964a520557830e3,Park
2401,4b1e98f2f964a5204d1c24e3,Park
2402,4b64a70ff964a520c8c52ae3,Park
2403,4c9a90b4d4b1b1f7d261d135,Music Store
2404,4bad4fd6f964a52003453be3,American Restaurant
2405,4f32e018e4b0d65e5fc279c5,Spa
2406,54c55bc1498e0337aee6d95b,Trail
2407,4cf7fb8355e1370404edd5b6,Mountain
2408,4bb3c9af4019a593107238b8,Bridge
2409,4fa180f4e4b03a1030c9ff48,Private School
2410,4fee04d7e4b085aeb2abc916,Food Truck
2411,4ecd28a85c5c3d499565d942,Food Truck
2412,5ac3824391eaca4e64d98942,Trail
2413,54c80e6b498e6e760c0f943f,Pizza Place
2414,4af75d48f964a520c20822e3,Fried Chicken Joint
2415,4a8da9a3f964a520741020e3,French Restaurant
2416,5bc2a69d1ffed7002bceb53c,Southern / Soul Food Restaurant
2417,4bbe540f79eaef3bf905afc3,Bakery
2418,4c214888aa8e9c745332f4d4,Food Truck
2419,4c66df7b9cedd13aa1ed76a1,Diner
2420,4c1e98c4fcf8c9b64788ad0b,Park
2421,4b5f30c5f964a52028ac29e3,Café
2422,4a5a9e1ef964a520a8ba1fe3,Bar
2423,4b96bd94f964a52089e134e3,Pharmacy
2424,4b7da42ef964a520accb2fe3,Mexican Restaurant
2425,4b327fdaf964a520400d25e3,Chinese Restaurant
2426,4c1cfdfcb9f876b0e0cb7c46,Kitchen Supply Store
2427,4c7f1e8aa7958cfa9604902b,Bank
2428,56f433d0498eb849677d7054,Coffee Shop
2429,4cf156857e93f04d37804c69,Mobile Phone Shop
2430,51004485e4b0176c77ab34f4,Bank
2431,4c3fe71eff711b8d2eb20f05,Pharmacy
2432,50a86a7be4b0268f9c4fd2b0,Supermarket
2433,5092c545e4b0faafd1ec9c28,Discount Store
2434,4c9ae13b9c663704b1be5cfd,Fried Chicken Joint
2435,4c2121e47e85c928f005ba21,Supermarket
2436,4be8db2cd837c9b643e0a506,Sandwich Place
2437,5134fdb2e4b08f7005bc4a89,Sandwich Place
2438,4b6e79d0f964a520e4be2ce3,Fast Food Restaurant
2439,4b5d138cf964a520805129e3,Fast Food Restaurant
2440,5c86ef9475eee4002ccf92ce,Marijuana Dispensary
2441,4e0400ce2271233b767c02e6,Wine Bar
2442,4be38783660ec928537dcc3b,Fast Food Restaurant
2443,4e4decc4c65bb313ba714991,Performing Arts Venue
2444,4c69b5971a6620a1cb4b648c,Park
2445,4d1b95d809546dcb244eca38,Chinese Restaurant
2446,4ba2fb52f964a5202b2638e3,Latin American Restaurant
2447,4bf7409c5efe2d7f51c56834,Mexican Restaurant
2448,4b7ef519f964a5203c0c30e3,Art Gallery
2449,50afd781e4b04cb0a1ab9ad2,Mobile Phone Shop
2450,51ad4ade498e4919f2cf2b91,Dance Studio
2451,4c0abad1340720a178fc8693,Café
2452,4fea73f9e4b0115cdf0008e9,American Restaurant
2453,4b7311fff964a5206a992de3,Check Cashing Service
2454,57476075498ef9cc445926f8,Pizza Place
2455,561b316a498e9165d09edd76,Ice Cream Shop
2456,4c27dba09fb5d13a04c59857,Deli / Bodega
2457,4bac1852f964a520e7e33ae3,American Restaurant
2458,4be4b5012468c9285f34ff42,Record Shop
2459,4f32617e19836c91c7d22e76,Food
2460,533078e5498e7928dab9838f,Grocery Store
2461,534ef1cb498ece5bf501ed25,Coffee Shop
2462,539dfb0a498ee5525acc163a,Ice Cream Shop
2463,5343332d498e3241dbb0c792,Pharmacy
2464,505902a3e4b0616dc65c63e9,Sandwich Place
2465,5371a65c498e812b331f120f,Wings Joint
2466,55077402498eb65797ab7500,Bank
2467,540913f3498e876999390db4,Pizza Place
2468,5361cda7498e09c25421d752,Chinese Restaurant
2469,4c6001e83a3703bbd01be406,Pizza Place
2470,4cf2b57ee3b9a0932df94553,Burger Joint
2471,4b6cc972f964a5205f542ce3,Fast Food Restaurant
2472,4c2d16dde307d13a243c0dda,Fast Food Restaurant
2473,591ec09c86f4cc0b31bc9a3e,Gas Station
2474,58e3f7c8a36ecd5331038e2d,Drugstore
2475,4f45377b19836ed001995626,Food
2476,4c95264e6b35a143957222dc,Burger Joint
2477,4b7ae713f964a520f6442fe3,Park
2478,4e73cfb5d1643f93b12e67e8,Park
2479,4c1a5ce78b3aa593057c955f,Furniture / Home Store
2480,5ba6690c018cbb00396e05e4,Mobile Phone Shop
2481,4ca2978ad7c3370460f09962,Fast Food Restaurant
2482,4dcf20e0b0fb25f6e3569a6a,Diner
2483,4d2695f9068e8cfaaf59b24c,Mexican Restaurant
2484,4e6a7ea662e1cd1d54ba11f4,Donut Shop
2485,4c352c99a0ced13a8c7e196e,Bus Line
2486,4f325b9719836c91c7cfe069,Food
2487,4c731dd6376da0939e64a8c6,Restaurant
2488,55b00d5d498ef6fadfba52b0,Auto Garage
2489,53a9d989498ee64a9c27ab2f,Restaurant
2490,58c34ff4ac32913687570d33,Construction & Landscaping
2491,4cf9603e084f5481d4a87409,Asian Restaurant
2492,4b2ac36cf964a52027af24e3,Coffee Shop
2493,4b8214a2f964a520fbc930e3,Mexican Restaurant
2494,50e23701e4b0bc86ba3e179b,American Restaurant
2495,4b770a12f964a5200f772ee3,Fast Food Restaurant
2496,4c6961b98d22c9287908b745,Middle Eastern Restaurant
2497,4f25d5fee4b04d36df5aa951,Salon / Barbershop
2498,4ba954f0f964a5207e1f3ae3,Toy / Game Store
2499,4b256bbbf964a520b27124e3,Cosmetics Shop
2500,4e682750483bc7763051ab20,Sandwich Place
2501,5678ee44498edacbbda0c918,Ice Cream Shop
2502,4a6b9f1ef964a52066cf1fe3,Toy / Game Store
2503,441bd921f964a52048311fe3,Shopping Mall
2504,4bca33d00687ef3bea8bdbcc,Cosmetics Shop
2505,55e8b610498ea54daa5e1ba1,Clothing Store
2506,535d996f498e49870d043d94,Candy Store
2507,4bbbbff0ed7776b092e13e51,Cosmetics Shop
2508,4c2fc8b0a0ced13ac432116e,Chocolate Shop
2509,4a6117a5f964a520d5c11fe3,Lingerie Store
2510,5aac09cf838e593be0277d78,Building
2511,56199529498ed470dbcd77b7,Juice Bar
2512,4a369a9bf964a520bd9d1fe3,Electronics Store
2513,4f54b902e4b028a921d6d67f,Lingerie Store
2514,4b8c465df964a520eac732e3,Clothing Store
2515,5a834a937dc9e1737d0bf1a3,Burger Joint
2516,565ca750498ea8fe5ded5082,Restaurant
2517,4a5935bff964a520fcb81fe3,Filipino Restaurant
2518,4bbfb0dff8219c74846fb010,Accessories Store
2519,4a60fecbf964a520a2c11fe3,Hot Dog Joint
2520,4b9c0258f964a520554036e3,Snack Place
2521,4bdb7fe363c5c9b6b7612868,Cosmetics Shop
2522,576713a1498e7a574b506353,Ice Cream Shop
2523,5772fb9e498ed6895650b0e8,Clothing Store
2524,4c51df822543a593b8fc9984,Department Store
2525,4c7af004bd346dcbe629faef,Sandwich Place
2526,5140ece0e4b00f288bc1b6ad,Kids Store
2527,4bd217db77b29c74a6f88d82,Ice Cream Shop
2528,4b5b44b3f964a520f4ef28e3,Clothing Store
2529,4b5b462bf964a52076f028e3,Shoe Store
2530,4b539a09f964a52028a427e3,Mobile Phone Shop
2531,4bae90d4f964a5205dc13be3,Clothing Store
2532,5648eba8498e7e9f51e0a6ae,Sporting Goods Shop
2533,4bccde310687ef3bc810e0cc,Bakery
2534,4c0ab3186071a593160ee032,Kids Store
2535,53befc30498e246c7d0d23cc,Mexican Restaurant
2536,4c0ab7777e3fc9286f21f482,Clothing Store
2537,598d26d6345cbe1f601bdcd5,Accessories Store
2538,5669f42a38fa094e8b36c054,Mobile Phone Shop
